Student_ID,Q1_Matric_Subject,Q2_Intermediate_Program,Q3_Grade_Bucket,Q4_Math_Aptitude,Q5_Verbal_Skills,Q6_Creative_Interest,Q7_Tech_Orientation,Q8_Study_Duration,Q9_Work_Environment,Q10_Career_Track
603,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,3,4,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
604,Arts / Humanities,FA / Humanities,Above 80% (A-1 Grade),2,4,4,2,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
605,Arts / Humanities,FA / Humanities,Below 60% (C Grade or lower),1,5,5,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
606,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,2,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
607,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),1,3,4,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
608,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),3,4,1,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
609,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),2,2,4,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
610,Science with Computer Science,FA / Humanities,70% – 80% (A Grade),1,5,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
611,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),3,5,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
612,Arts / Humanities,I.Com (Commerce),Below 60% (C Grade or lower),2,2,3,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
613,Science with Computer Science,I.Com (Commerce),70% – 80% (A Grade),3,4,2,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
614,Science with Biology,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,2,3,3,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
615,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),2,5,3,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
616,Arts / Humanities,I.Com (Commerce),60% – 70% (B Grade),1,5,2,1,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
617,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,5,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
618,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),5,4,2,4,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
619,Science with Computer Science,ICS (Intermediate in Computer Science),60% – 70% (B Grade),3,2,3,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
620,Science with Biology,I.Com (Commerce),70% – 80% (A Grade),2,5,3,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
621,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),3,5,4,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
622,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),5,3,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
623,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,3,3,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
624,Science with Biology,FSc Pre-Engineering,70% – 80% (A Grade),1,4,2,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
625,Science with Biology,FA / Humanities,Above 80% (A-1 Grade),3,4,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
626,Science with Computer Science,I.Com (Commerce),60% – 70% (B Grade),3,2,3,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
627,Arts / Humanities,ICS (Intermediate in Computer Science),60% – 70% (B Grade),1,3,5,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Vocational & Technical
628,Science with Biology,FA / Humanities,70% – 80% (A Grade),1,5,4,1,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
629,Science with Biology,FA / Humanities,Above 80% (A-1 Grade),1,5,3,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Social Sciences & Law
630,Science with Biology,FA / Humanities,70% – 80% (A Grade),2,5,2,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
631,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,4,3,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
632,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),3,2,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
633,Arts / Humanities,FA / Humanities,Above 80% (A-1 Grade),1,5,4,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
634,Arts / Humanities,FA / Humanities,Below 60% (C Grade or lower),2,2,4,4,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
635,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,4,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
636,Science with Biology,FA / Humanities,60% – 70% (B Grade),2,5,4,3,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
637,Science with Computer Science,FSc Pre-Engineering,70% – 80% (A Grade),3,4,2,1,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
638,Science with Biology,FSc Pre-Engineering,70% – 80% (A Grade),3,3,3,4,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
639,Science with Computer Science,FA / Humanities,70% – 80% (A Grade),2,3,4,5,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
640,Arts / Humanities,I.Com (Commerce),70% – 80% (A Grade),2,4,3,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
641,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),5,3,2,3,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
642,Science with Biology,FA / Humanities,70% – 80% (A Grade),3,5,3,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Business & Finance
643,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),4,4,2,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
644,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),3,4,1,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
645,Science with Biology,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,4,1,4,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
646,Arts / Humanities,I.Com (Commerce),60% – 70% (B Grade),2,5,5,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Social Sciences & Law
647,Arts / Humanities,FA / Humanities,60% – 70% (B Grade),3,5,5,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
648,Science with Biology,FSc Pre-Engineering,Above 80% (A-1 Grade),4,2,2,3,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)",Corporate/Desk Job (Working in front of a laptop inside an office),Engineering & Architecture
649,Science with Biology,ICS (Intermediate in Computer Science),70% – 80% (A Grade),1,4,4,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
650,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,3,2,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
651,Arts / Humanities,FA / Humanities,Below 60% (C Grade or lower),1,4,5,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
652,Science with Biology,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,2,2,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
653,Science with Biology,FA / Humanities,70% – 80% (A Grade),1,4,3,3,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
654,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),5,2,1,4,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
655,Science with Computer Science,ICS (Intermediate in Computer Science),70% – 80% (A Grade),4,3,1,5,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
656,Arts / Humanities,ICS (Intermediate in Computer Science),60% – 70% (B Grade),2,2,4,4,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
657,Arts / Humanities,FA / Humanities,70% – 80% (A Grade),1,4,5,2,Medium term (Standard 4-year Bachelor's degree),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
658,Arts / Humanities,ICS (Intermediate in Computer Science),Below 60% (C Grade or lower),4,2,3,5,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
659,Science with Biology,ICS (Intermediate in Computer Science),Above 80% (A-1 Grade),5,3,3,4,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
660,Science with Biology,I.Com (Commerce),70% – 80% (A Grade),2,5,5,1,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Creative Arts & Media
661,Arts / Humanities,ICS (Intermediate in Computer Science),60% – 70% (B Grade),2,3,4,3,Short term (1–2 years diploma/freelance tracks),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Vocational & Technical
662,Science with Computer Science,FSc Pre-Engineering,Above 80% (A-1 Grade),4,3,2,3,Medium term (Standard 4-year Bachelor's degree),"Fieldwork/Outdoor Operations (Construction sites, manufacturing plants, traveling)",Engineering & Architecture
663,Science with Biology,FSc Pre-Medical,70% – 80% (A Grade),5,5,1,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
664,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),3,5,1,2,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
665,Science with Computer Science,ICS (Intermediate in Computer Science),Above 80% (A-1 Grade),5,3,3,5,Short term (1–2 years diploma/freelance tracks),Corporate/Desk Job (Working in front of a laptop inside an office),Information Technology
666,Science with Biology,FSc Pre-Medical,Above 80% (A-1 Grade),4,4,2,1,"Long term (5+ years or rigorous tracks like MBBS, CA, PhD)","Clinical/Hospital Setup (Treating patients, diagnosing health issues)",Medical & Allied Health
